Label,Text
1,Thy name affrights me in whose sound is death
1,You cannot guess who caused your fathers death
1,And by the buried hand of warlike Gaunt
0,Of light by far the greater part he took
0,When all is done divinity is best
1,Now question me no more we are espied
0,God therefore cannot hurt ye and be just
0,familiar with me already  swowns they are as bold with my flesh
1,Tis no sinister nor no awkward claim
1,As may appear by Edwards good success
1,During the life let us not wrong it dead
1,If Saturnine advance the Queen of Goths
1,one to do her husbandry and her drudgery you need
1,Aside He was an honest man and a good
0,To hide the fraud At interview both stood
1,And when thy car is loaden with their heads
0,We war if war be best or to regain
0,Where triall of this warre shall first be made
1,Enter  Hostess   and Boy
1,Enter the Ghost of 
1,Borne with the invisible and creeping wind
0,Finds no acceptance nor can find for how
1,it never be day  will trot tomorrow a mile and
1, cannot do it yet Ill hammer it out
1,May cease their hatred and this dear conjunction
1,Make deeds ill done Hadst not thou been by
0,So threatened he but Satan to no threats
1,Which since we cannot do to make you friends
0,But Pedringano is possest thereof
1,Because he is protector of the realm
1,This day those enemies are put to death
1, rather would have lost my life betimes
1,Approacheth to confer about some matter
1, will perform it to enfranchise you
1,Dear amity and everlasting love
1,Ay good my lord and leave us to our fortune
0,Pleased highly those infernal states and joy
1,Some neverheardof torturing pain for them
1,Now for the honour of the forlorn French
1,Tis certain he hath passd the river Somme
0,These elements and arm him with the force
1,Yea  thank your pretty sweet wit for it But look
1,So much his friend ay his unfeigned friend
0,And passengers for feare to be infect
1,My ancient incantations are too weak
1,Thou art not firm enough since griefs are green
0,Of choicest flowers a garland to adorn
1,Methought  sat in seat of majesty
1,But by bad courses may be understood
0,To effect all promises between us made
1,this rascal  could brain him with his ladys fan
1,In my hearts love hath no man than yourself
1,And reverend looker on of two fair queens
1,  France  royal palace
1,Enter              the Governor of Paris and others
1,the arbitrement of swords can try it out with all
1, here resign my government to thee
0,The better fight who single hast maintained
0,His blessed countenance Here I could frequent
1,Our house my sovereign liege little deserves
1,Reenter Servant with boots
1,Follow the knave and take this drab away
0,Worse of worse deeds worse sufferings must ensue
1,But by some unlookd accident cut off
0,Some I have chosen of peculiar grace
1, then in London keeper of the king
1,Other less fine in carat is more precious
1, let me teach you how to knit again
0,Thy empire Easily the proud attempt
1,Why lords and think you not how dangerous
1,Blind sight dead life poor mortal living ghost
0,Ist  will be reuengd  No  am not the man
1,Philip what sayst thou to the cardinal
1,Such temperate order in so fierce a cause
1,Like peasant footboys do they keep the walls
0,High throned above all heighth bent down his eye
1, Dorset speak not to me get thee hence
1,See Lucius see how much she makes of thee
1,By her in his unlawful bed he got
1,Long sitting to determine poor mens causes
0,Of depth immeasurable Anon they move
1,0 blood to false blood joind gone to be friends
1,Shall point on me and gild my banishment
0, How many heavens or spheres are there
1,In this detested dark blooddrinking pit
1,Needs must  like it well  weep for joy
1,all the world to be cowards for  that never
0,Undaunted to meet there whatever power
0,A dungeon horrible on all sides round
0,In which they were or the fierce pains not feel
1,Enter our gates dispose of us and ours
0,The trepidation talked and that first moved
0,Superior and unmoved here only weak
1,And take our leave until we meet in heaven
0,That dismal world if any clime perhaps
1,Enlinkd to waste and desolation
0,To my relentless thoughts and him destroyed
0,So spake the apostate angel though in pain
1,Why am  dead do  not breathe a man
1,For me most wretched to perform the like
1,Know him in us that here hold up his right
1,Or when he doomd this beauty to a grave
0,Offended fearless of reproach and scorn
0,The originals of nature in their crude
1,Since thou hast far to go bear not along
1,May turn the tide of fearful faction
1,And use it for my haste Come come away
1,The river hath thrice flowd no ebb between
1,To answer royally in our defences
0,Their guilt and dreaded shame Oh how unlike
0,And if one day why not eternal days
0,Perhaps our vacant room though more removed
0,Let us advise and to this hazard draw
0,For you there sitting where ye durst not soar
1,But then are we in order when we are most
1,Helen of Greece was fairer far than thou
1,Home to your cottages forsake this groom
1,Take that thou likeness of this railer here
0,By his magnetic beam that gently warms
1,That Bona shall be wife to the English king
0,Still following thee still compassing thee round
1,Enter  guarded and 
0,Shall in his seed be blessed By that seed
1,Tis sin to flatter good was little better
0, How boy swowns boy   hope you have seen many boys
1,And as  am a gentleman  credit him
1, shall have none but Mordake Earl of Fife
0,Be good and friendly still and oft return
0,Honor and empire with revenge enlarged
1,You break no privilege nor charter there
0,And great exploits but of true virtue void
1,Than when he bites but lanceth not the sore
0,Fit entertainment to receive our King
1,The king hath dispossessd himself of us
0,Inspired and winged for Heaven with speedier flight
0,And gladlier shall resign when in the end
0,Be fruitful multiply and fill the Earth
1,God make your majesty joyful as you have been
1,wind short your chin double your wit single and
0,In his redemption and that his obedience
1,She hath no tongue to call nor hands to wash
0,That the Most High commanding now ere night
0,Back stepped those two fair angels half amazed
1,The army is discharged all and gone
1,After the admired heels of Bolingbroke
1,Then he disdains to shine for by the book
1,Fell sorrows tooth doth never rankle more
1,And ruthless slaughters as are daily seen
1,Is doomd a prisoner by proud Bolingbroke
1,Some troops pursue the bloodyminded queen
0,Lines circles scenes letters and characters
1,If you refuse itas in love and zeal
1,And was he not in England prisoner
0,And to shew thee what magic can perform
1,Alarum Excursions Enter 
1,all the records of the realm my mouth shall be
0, Good Master Doctor at my entreaty release him  he hath
1,And ask him whats the reason of these arms
1,And you good uncle banish all offence
1,You all consented unto Salisburys death
1,Lady you know no rules of charity
1,Here at the palace  will rest awhile
1,And hope to joy is little less in joy
1,Upbraided me about the rose  wear
1,that moves not him though that be sick it dies
1,Unless thou wert more loyal than thou art
1,Meet for rebellion and such acts as yours
1,Have miserable mad mistaking eyes
1,That all the standersby had wet their cheeks
1,In winter with warm tears Ill melt the snow
1, huge halfmoon a monstrous cantle out
1,But all in vain are these mean obsequies
1,What think You we are Turks or infidels
1,Hither return all gilt with Frenchmens blood
1,What with the injuries of a wanton time
0,The consort of his reign and by them stood
0,Castalian spring might with this Paradise
0,Thick as autumnal leaves that strew the brooks
0,Cornice or freeze with bossy sculptures graven
0,As from his lair the wild beast where he wons
0,Neither her outside formed so fair nor aught
1,It cannot be this weak and writhled shrimp
1,Such bold hostility teaching his duteous land
1,thought any such matter God is my witness  am
0,You shall behold that peerless dame of Greece
1,And with the other fling it at thy face
0,On man by him seduced but on himself
1,And at the time of my departure thence
1,Tis very true Lord Bardolph for indeed
1,Shrewsbury and as  hear is now going with some
1,Is this the king we sent to for his ransom
1,thee as to one it pleases me for fault of a
1,Rush on his host as doth the melted snow
1,How now foolish rheum
0,        
1,Tut tut good enough to toss food for powder food
1,The king hath yielded unto thy demand
1,To be the realm of France and Pharamond
1,From out the circle of his territories
1,give you a health for that anon
0,And to intrap they life this traine is laide
1,Abortives presages and tongues of heaven
1,When nature brought him to the door of death
1,Until thy head be circled with the same
1,Oppose thy steadfastgazing eyes to mine
0,A circuit wide enclosed with goodliest trees
1,My Lord of Somerset what youth is that
0,Come shew me some demonstrations magical
1,The other four in wondrous motion
1,That almost mightst have coind me into gold
1, am glad to see you well good Master Robert
1,Woncot against Clement Perkes of the hill
1,My deaths sad tale may yet undeaf his ear
1,Ecoutez comment etesvous appele
0,Leveled his deadly aim their fatal hands
0,To wing the desolate abyss and spy
0,None shall partake with me Thus saying rose
1,Pucelle hath bravely playd her part in this
0, Come Master Doctor follow us and receive your reward
1,Lest thou increase the number of the dead
0,Thought rather for  knew no readier meane
1,For  shall never speak to thee again
1,Reenter    and  with their swords bloody
1,But now will cankersorrow eat my bud
1,Thy lips that kissd the queen shall sweep the ground
0,The more will Flora decke it with her flowers
1,good compass and now  live out of all order out
1,It is not possible it cannot be
0,In all this happiness who at his hand
1,Lord ChiefJustice Sir John Falstaff a word with you
0,Write it in manner of a deed of gift
0,To gorge the flesh of lambs or yeanling kids
1,Wretched shall France be only in my name
0,His puissance trusting in the Almightys aid
0,From pole to pole traversing each colure
1,never see thy face but  think upon hellfire and
0,Perceiving where she sat retired in sight
0,Shall be the worker of thy tragedie
0,On a sunbeam swift as a shooting star
1,Whom all France with their chief assembled strength
1,Which she shall purchase with still lasting war
0,Says Faustus come thine hour is almost come
1,The armourers accomplishing the knights
1,Who killd this prince
1,and unbuttoning thee after supper and sleeping upon
1,Now death shall stop his dismal threatening sound
1,Shall not be sent my hand will serve the turn
0,So spake the archangel Michael then paused
1,Why dost thou spit at me
1,Reenter  and others bearing  body on a bed
0, Well come give me your money  gives
1,Yet livest thou Salisbury though thy speech doth fail
1, cannot tell the world is grown so bad
1, cannot tell but this  am assured
0,From underground the liquid ore he drained
1,Depart the chamber leave us here alone
1,And never whilst  live deceive men so
0,And high disdain from sense of injured merit
1, am glad to see your worship
1,leave them and sirrah  have cases of buckram
0,To sanctity that shall receive no stain
0,Helldoomed and breathst defiance here and scorn
1,Gnawing with thy teeth and be this dismal sight
1,But where the bull and cow are both milkwhite
1,To entertain your highness and your empress
1,any thing and call it purchase Bardolph stole a
1,Ill join mine eldest daughter and my joy
1,on a brick wall have  climbed into this garden to
0,Repining at our ioyes that are aboue
0,Fair Natures eye rise rise again and make
1,Thats soon performd because  am a subject
1,To watch the fearful bending of thy knee
0,Of Seraphim and Potentates and Thrones
1,And with thy shame thy fathers sorrow die
1,And in the administration of his law
1,his face if he be not fellow with the best king
1,You are the fount that makes small brooks to flow
1,and God knows whether those that bawl out the ruins
0,Covered but not at rest or ease of mind
1,Once in contempt they would have barterd me
1,How doth he stand affected to our purpose
0,Squat like a toad close at the ear of Eve
1,Ay come you starved bloodhound
0,His swift pursuers from Heaven gates discern
1,Sooner this sword shall plough thy bowels up
1,between Saint Denis and Saint George compound a
1,Aside And supper too although thou knowst it not
1,Did not the one deserve to have an heir
1,The horsemen sit like fixed candlesticks
1,Familiar as his garter that when he speaks
1,What is six winters they are quickly gone
0,All courage down their idle weapons dropt
1,More blessed hap did neer befall our state
0,Who might have lived and joyed immortal bliss
0,Dawning through Heaven Forth rushed with whirlwind sound
0,And flowers aloft shading the fount of life
0,Where cattle pastured late now scattered lies
1,That  will here dismiss my loving friends
1, then began the tempest to my soul
1, do remain as neuter So fare you well
1,Spur to the rescue of the noble Talbot
1,That hand shall burn in neverquenching fire
1,That slew himself and wise Laertes son
0,Of natures works honor dishonorable
0,As clouds and clouds may rain and rain produce
1,My lord willt please you pass along
1,Hark ye lords ye see  have given her physic
1,Whatever  shall happen to devise
1,Whereof take you one quarter into France
0,This said he sat and expectation held
1,She is hard by with twenty thousand men
1,That they who brought me in my masters hate
1,Then speak at once what is it thou demandst
1,Is the sun dimmd that gnats do fly in it
1,Yes certainly and out of doubt and out of question
1,Exeunt King Henry Blunt and train
1, heart unspotted is not easily daunted
1,Sometime Ill say  am Duke Humphreys wife
1,Mine full of sorrow and hearts discontent
1,Obeying with my wind when  do blow
1,Whither  go thither shall you go too
1,sores and such as indeed were never soldiers but
0,With solemn touches troubled thoughts and chase
0,Wrinkled the face of deluge as decayed
1,Are these thy ministers what are they calld
1,prologue to an egg and butter
1,And in the morning early shall my uncle
0,And made the flowering pride of Wertenberg
0,Here swallowed up in endless misery
0,And what thy stores contain bring forth and pour
1,And in the visitation of the winds
1,No never such an oath nor will not now
1,At Buckingham and all the crew of them
1,Northumberland say thus the king returns
1,It is not yet near day Come go with me
1,With whom the Kentishmen will willingly rise
1,Stay thy revengeful hand thou hast no cause to fear
1,The presentation of but what  was
1,Thou art a widow yet thou art a mother
1,We give thee for reward a thousand marks
0,Of light appears and from the walls of Heaven
1, poor earls daughter is unequal odds
0,Among the faithless faithful only he
1,To view the artillery and munition
1,So full of dismal terror was the time
0,Which might supply the sun Such fire to use
0,In loving thou dost well in passion not
0,Express and thou becamest a living soul
1,Why do you look on us and shake your head
1,Is this the government of Britains isle
0,Entered so fair should turn aside to tread
1,And thou shalt find a king that will revenge
1,The king is angry see he bites the lip
1,The King of Naples and Jerusalem
1,Or is he but retired to make him strong
0,To dwell unless by mastering Heavens Supreme
1,Our hands are full of business lets away
0,Him after long debate irresolute
0, calfe as well or melt in passion over
0, starts back
1,shillings an ell You owe money here besides Sir
1,Against the blood that thou hast married
0,Each corner strongly fenst with wings of shot
0,Devoid of sense and motion And who knows
1,his cause be wrong our obedience to the king wipes
1,What dost thou roar before thou art pricked
1,Ill use to carry thee out of this place
1,Unless by robbing of your friends and us
1,Besides  heard the banishd Norfolk say
1,Or more afraid to fight than is the appellant
0,Wearing the flints with these my withered feet
1,Stands here for God his sovereign and himself
0,Or of the Thrones above such majesty
0,Of this ill mansion intermit no watch
1,The borrowd majesty of England here
1,Our town of Cicester in Gloucestershire
0,Far other once beheld in bliss condemned
0,Numerous and every star perhaps a world
0,That all except three hundred or few more
1,The stiffborne action what hath then befallen
0,Beneath the Azores whether the prime orb
0,And all this sorrow riseth for thy sonne
1,Too late he died that might have kept that title
0,On this mount he appeared under this tree
1,Come fellowsoldier make thou proclamation
1,Who hath measured the ground
0,Or down from Heaven descend Such was their song
1,Your broaches pearls and ouches for to serve
1,Five hundred were but yesterday dubbd knights
0,Acknowledge my Redeemer ever blest
1,And with thy blessings steel my lances point
1,That is the buttend of a mothers blessing
0,Whose heavenly beauty passeth all compare
1,What sayst thou Charles for  am marching hence
1,Then call our captains and our colours forth
1, have not sought the day of this dislike
1,And now at last laden with horrors spoils
0,Unhappily deceived Thy suppliant
1,oer should undo a man Some say the bee stings
1,which is as much to say as let the magistrates be
1,And makes her pewfellow with others moan
1,Alas how should you govern any kingdom
1,May tear a passage through the flinty ribs
0,To blackest grain and into store conveyed
1,An earl  am and Suffolk am  calld
0,Sent from whose sovereign goodness I adore
1, know it well Lord Warwick blame me not
0,Melt as I do yet public reason just
1, warrant you my lord
1,monkey and the whores called him mandrake a came
0,Accursed brother  vnkinde murderer
1,Give you advancement Be it your charge my lord
1,Who cherishd in your breasts will sting
1,Myself  throw dread sovereign at thy foot
1,My soul shall thine keep company to heaven
1,upon him at his table as drawers
1,To him will we prove loyal till that time
1,scales between their avoirdupois
1,even now into my hand by an underskinker one that
1,Ordained is to raise this tedious siege
0,  Ah stay good Faustus stay thy desperate steps
1,know that as oft as he has occasion to name
0,Neither had I transgressed nor thou with me
0, but her reason masters her desire
1,Thou bastard of my grandfather
1,since How now whos there
0, Enlarge his kingdom
1,Their thimbles into armed gauntlets change
0,  Me next in sight as messenger they sent
0,Or stars of morning dewdrops which the sun
0,To work in close design by fraud or guile
0,What may suffice and soften stony hearts
1,For that  am prepared and full resolved
0,Their nature and revoke the high decree
1,That had befalln us As we paced along
1,Enter    guarded and a Shepherd
1,Whose private with me of the Dauphins love
0,In counterview within the gates that now
1,Stay yet Lord Salisbury Ill go with thee
1,Setting your scorns and your mislike aside
1,Where nothing but the sound of Hotspurs name
1,On Holyrood day the gallant Hotspur there
1,Why seekst thou to possess me with these fears
1,him kill the next Percy himself  look to be either
0,Wondering but soon the Almighty thus replied
1,Some sins do bear their privilege on earth
1,ear can endure to hear Thou hast appointed
1,Listen fair madam let it be your glory
1,Say what thing what thing
0,Whose summum bonum is in bellycheer
1,And  will call him to so strict account
1,With written pamphlets studiously devised
0,Too soon arrived Sin there in power before
1,By those Welshwomen done as may not be
0,Conjured against the Highest for which both thou
1,What trade art thou Feeble
1,Enter   
1,Unless my hand and strength could equal them
1,That bloody mind  think they learnd of me
1,And so our scene must to the battle fly
0,And shun the bitter consequence for know
1,For soldiers stomachs always serve them well
0,For whats a play without a woman in it
1,Till storms be past of civil enmity
1,Marchd through the city to the palace gates
1,Thy place is filld thy sceptre wrung from thee
1,open all our proceedings   could divide myself
0,To them and to their progeny from thence
1,need to be virtuous enough swore little diced not
1,Which howsoever rude exteriorly
1,To bid Eneas tell the tale twice oer
1, have but with a cursorary eye
1,Is Beaufort termd a kite Where are his talons
1,Command the health of it No thou proud dream
1,That  might sit all night and watch with you
0,Servant of servants on his vicious race
1,contented as in the kings company his cause being
0,And chase the Prince of Parma from our land
0,Of woe and sorrow Sternly he pronounced
0,And solitude yet not alone while thou
0,Why ask ye and superfluous begin
1,Whom Henry our late sovereign neer could brook
1,to the Earl of Westmoreland and this to old
1,Cheerd up the drooping army and himself
1,As that proud dame the lord protectors wife
1,Or doth this churlish superscription
1, was provoked by her slanderous tongue
1,Concurring both in name and quality
0,Who guards her or with her the worst endures
0,Had not sweet pleasure conquerd deep despair
0,To him who sent us whose charge is to keep
1,They break their faith to God as well as us
1,Comes sneaking and so sucks her princely eggs
0,Stood open wide belching outrageous flame
1,Je ne doute point dapprendre par la grace de Dieu
1,Of fighting men they have full three score thousand
1, wear it for a memorable honour
1,Well met Corporal Nym
1,Do prophesy upon it dangerously
0,Their frail original and faded bliss
0,Loses discountenanced and like Folly shows
1,senses have but human conditions his ceremonies
1,Why rude companion whatsoeer thou be
1,suffered under that shape  beseech you take it for
1,You men of Angiers open wide your gates
0,Oh father what intends thy hand she cried
1,Call them again my lord and accept their suit
1,Look in his youth to have him so cut off
1,Whoeer helps thee tis thou that must help me
1,Tomorrow shall you bear our full intent
1,Out at mine eyes in tender womanish tears
1,To arms invasive shall a beardless boy
0,Like quivers hung and with preamble sweet
0,Heaven whose high walls fear no assault or siege
1,tribunal plebs to take up a matter of brawl
0,Disperse it as now light dispels the dark
1,Our slaughterd friends the tackles what of these
1,We all have strongly sworn to give him aid
1,of my mouth ere it is made and finished  speak
0,Depriud of life by Belimperia
0,In this enclosure wild these beasts among
1,The other night  fell asleep here behind the arras
1,And for thy treachery whats more manifest
1,To seek the beauteous eye of heaven to garnish
1,See see they join embrace and seem to kiss
0,But leaving off this let me have a wife
1,Naught to do with mistress Shore  tell thee fellow
0,Not to have disobeyed in fight they stood
1,Than this Lavinia Bassianus love
1,On him his sons his favourites and his friends
0,A world devote to universal wrack
0,And in our sight thyselfe art gratious
0,In nature none If other hidden cause
1,Go with my brothers to my lords of England
1,Ay when my father was in Rome she did
0,that was so pleasant with me here of late
1,Seize on the shamefaced Henry bear him hence
1,Ay but these English are shrewdly out of beef
1,Who like a foul and ugly witch doth limp
1,coxcomb in your own conscience now
0, See where he is fast asleep
1,And were these inward wars once out of hand
0,This my attempt I would sustain alone
1,Alarums excursions Enter     and 
1,  The   Ks palace
0,â€”Now my good lord having done my duty  humbly take my leave
1,Shall after three days open penance done
1,We must not only arm to invade the French
0,Which of them rising with the sun or falling
1,But alls not done yet keep the French the field
0,Enter  and 
0,You know that women oft are humerous
1,And if thou be not then created York
0,Earth gape   no it will not harbour me
0, he stays my tongue   would lift up my hands but see they
1,Than my unpleased eye see your courtesy
0,To enter and his dark suggestions hide
0,  Now my good lord could you intreat
1,am a Jew else an Ebrew Jew
1,What stir is this what tumults in the heavens
0,Without our hazard labor or alarm
0,In Vallombrosa where the Etrurian shades
1,Must you with hot irons burn out both mine eyes
1,The copy of your speed is learnd by them
1,If the English had any apprehension they would run away
0,Is lost which always with right reason dwells
1,Stand forth Dame Eleanor Cobham Gloucesters wife
0,On euery side drop captaines to the ground
1,Lord ChiefJustice  am sure he is to the hearing of any thing good
1,And plant your joys in living Edwards throne
1,By this day and this light the fellow has mettle
0,What matter where if I be still the same
0,Of Heaven were falling and these elements
0,Before the Lord as in despite of Heaven
0,The excepted tree nor with the snake conspired
1,Cuts off more circumstance they are at hand
0,This intellectual food for beasts reserved
0,Rebellious Them with fire and hostile arms
1,To Ireland will you lead a band of men
0,Longer on earth than certain times to appear
0,Which that thou mayest believe and be confirmed
1,My troublous dream this night doth make me sad
1,her feathers turn back in any show of resistance
1,With all his threatening band of Typhons brood
0,Where is it now tis gone  and see where God
1, would not part a bachelor from the priest
1,In golden palaces as it becomes
1,Whereon as an offender to your father
0,On his hill top to light the bridal lamp
1,Here here she comes Ill have a bout with thee
1,Gods name Go take him away  say and strike
0,Thus Eve with countenance blithe her story told
0,So am  free from this suggestion
1,My waned state for Henrys regal crown
1,Working so grossly in a natural cause
1,And William de la Pole first duke of Suffolk
1,For yet a many of your horsemen peer
0,Despair doth drive distrust into my thoughts
1,And let my spleenful sons this trull deflowr
0,Of high renown and great authority
1,Enter the    the  the  o  the Constable Of France and others
0,in the likeness of a little pretty frisking flea that  may be
1,Ah would the scandal vanish with my life
1,No nor you shall not
1, parlous boy go to you are too shrewd
1,And all the ruins of distressful times
1,Of all our purposes What say you to it
1,Unto the princes heart of Calydon
1,Or lay on that shall make your shoulders crack
0,Cathaian coast The aggregated soil
0,And onward moved embattled When behold
0,But with swift wheel reverse deep entering shared
1,And stablish quietness on every side
1,And module of confounded royalty
1,To my determined time thou gavest new date
0,That know not how to rememdie our owne
0,The planet earth so steadfast though she seem
1,Her beauty and the value of her dower
1,From the best temperd courage in his troops
1,Nor cheer of mind that  was wont to have
1,Long have  been forlorn and all for thee
1,Measure for measure must be answered
1,yet when they stoop they stoop with the like
1,And yonder is the wolf that makes this spoil
1,Dauphin  am by birth a shepherds daughter
1,Harry the Sixth bids thee despair and die
1,Whiteliverd runagate what doth he there
1,Tis Gaultree Forest ant shall please your grace
0,edwixt upper nether and surrounding fires
1,Though we have spent our harvest of this king
1,Orleans the Bastard Charles Burgundy
1,Mean time let this defend my loyalty
0, Ask my fellow if  be a thief
1,Thou hast made me giddy
0,Of cool recess oer which the mantling vine
1,Neer spurrd their coursers at the trumpets sound
1,And dares him to set forward to the fight
0,With branches lopped in wood or mountain felled
1,Stoop with oppression of their prodigal weight
1,Spurn at his edict and fulfil a mans
1,And as for you yourself our quondam queen
1,And all the budding honours on thy crest
1,The majesty and power of law and justice
1,Thou didst receive the holy sacrament
0,Purples the east still govern thou my song
0,Nor he their outward only with the skins
1,Would bear thee from the knowledge of thyself
1,Enter his chamber view his breathless corpse
1,But if you frown upon this profferd peace
1,My waters on the earth and not on him
1,  Pomfret Castle
0,In pangs and Nature gave a second groan
0,With these that never fade the Spirits elect
1,Gods mother deigned to appear to me
0,Her motions as the great first Movers hand
1,My lord the emperor resolve me this
1,That admiration did not whoop at them
1,The mighty Warwick and did fight for me
1,Whom in this conflict  unwares have killd
1,him in gold  heard him tell it to one of his
1,The last leave of thee takes my weeping eye
1,That York is most unmeet of any man
1,leapfrog or by vaulting into my saddle with my
1,Salute thee for her king till then fair boy
1,The virtuous lady Countess of Auvergne
0,Go bear these tidings to great Lucifer
0,Forbore then these to her Satan returned
1,Thou art a banishd man and here art come
1,The very instruments of chastisement
1,Who answerd him they came from Buckingham
1,Good lieutenant good corporal offer nothing here
1,As a false favourite doth his princes name
1,Edward and Richard you shall stay with me
1,And my most noble friends  pray you all
1,And noble offices thou mayst effect
0,I see not who partakes In solitude
1,He tires betimes that spurs too fast betimes
1,Let him receive no sustenance fetter him
0,Praying for from the mercyseat above
0,Yet scarce allayed still eyes the current stream
0,Thy message which might else in telling wound
0,A wilderness of sweets for nature here
1,What means his grace that he hath changed his style
0,In that celestial colloquy sublime
1,It will not be accepted on my life
1,She better would have fitted me or Clarence
0,With such flagitious crimes of heinous sin
1,The life the right and truth of all this realm
1,Doth like a miser spoil his coat with scanting
1,Like to the glorious suns transparent beams
1,Hath yielded up his body to the grave
0,Of these my secret and suspitious ils
0,Heavens everlasting frame while oer the necks
0,Only to shine yet scarce to contribute
0,In the beginning how the heavens and earth
0,Oh Prince Oh chief of many throned powers
1,By your patience Aunchient Pistol Fortune is
0,And from their ivory port the Cherubim
1,But none returns For us to levy power
0, Nor will  henceforth  pardon me in this
0,  Tis neither as you thinke nor as you thinke
0,So started up in his own shape the Fiend
1, would the state of time had first been whole
1,Why master mayor why stand you in a doubt
1,The country cocks do crow the clocks do toll
1,Meet in one line and vast confusion waits
1,And we be lords and rulers over Rouen
0,Their own faith not anothers for on earth
0,Of God inspired small store will serve where store
0,Our fealty from God or to disturb
0, gives him a dagger
1,You are the king King Edward hath deposed
1,Nay nay let Rape and Murder stay with me
1,For all the country in a general voice
1,Reignier ist thou that thinkest to beguile me
1,willingly let him make a carbonado of me  like
1,With that he gave his able horse the head
1,Between the promise of his greener days
1,That when the searching eye of heaven is hid
1,This absence of your fathers draws a curtain
1,Then since the heavens have shaped my body so
0,Fullfraught with lines and arguments of loue
1, Seigneur Dieu je men oublie de elbow Comment
1, speak no more than every one doth know
0,Heere see it giuen to Horatio
0,Thus Satan talking to his nearest mate
1,Why Warwick canst thou speak against thy liege
1,Should be the father to so blest a son
1,By spying and avoiding fortunes malice
0,Those rare and solitary these in flocks
1,Say if my father render fair return
0,That is to thy obedience therein stand
1,One kiss shall stop our mouths and dumbly part
1,Unto your grace do  in chief address
1,That he hath breathed in my dishonour here
1,Upon these words  came and cheerd him up
1,To weigh against his opposite or else
1,Davy Davy Davy Davy let me see Davy let me
1,The happy tidings of his good escape
0,On his great expedition now appeared
1,bakers wives and they have made bolters of them
0,Now other as their shape served best his end
1,Here comes a parcel of our hopeful booty
1,My friends and brethren in these great affairs
1,Aaron thou hast hit it
0,paramour before the Emperor
1,Since thou dost seek to kill my name in me
1,With full accord to all our just demands
0,Eternal Father from his secret cloud
1,Enter      and  
0,And neuer hath it left my bloody hart
1, spirit raised from depth of underground
0,His mighty standard that proud honor claimed
1,Acknowledge then the king and let me in
1,What were you snarling all before  came
0,So talked the spirited sly snake and Eve
0,Gods image did not reverence in themselves
1,And ten to one youll meet him in the Tower
0,In midst whereof there standes a stately towre
1,My lords ambassadors your several suits
0,Ascend my chariot guide the rapid wheels
1,prithee call in Falstaff Ill play Percy and
1,How canst thou make me satisfaction
1,That stir the king against the duke my brother
1,Which fear not reverence makes thee to except
1,Thou canst not come to me  come to thee
0,So spake the Son but Satan with his powers
0,To serve the unwise or him who hath rebelled
1,The time shall come thus did he follow it
0,Up into Heaven from Paradise in haste
1,We are advertised by our loving friends
0,And left not till Andreas life was done
1,And thou to be endeared to a king
0,Youth smiled celestial and to every limb
0,Their devilish glut chained thunderbolts and hail
1,Prince Bassianus leave to plead my deeds
0,For this one tree had been forbidden ten
0,His captive multitude For he to be sure
1,and more than that he can speak French and
1,Lo  present your grace a traitors head
1,My brother Robert old sir Roberts son
0,To the nightwarbling bird that now awake
1,Selflove my liege is not so vile a sin
1,Within My liege beware look to thyself
1,And he of these that can do most of all
1,Think not although in writing  preferrd
1,Here in my scabbard meditating that
1,The splitting rocks cowerd in the sinking sands
1,Since thou dost deign to woo her little worth
0,Environd round with airy mountaintops
1,Falstaff ant please your lordship
1,Heres Gloucester a foe to citizens
1,boltinghutch of beastliness that swollen parcel
1,Therefore no more but this Henry your sovereign
0,Know ye not me ye knew me once no mate
0,Their embryon atoms they around the flag
0,The seed of Woman Virgin Mother hail
1,Who will go to hazard with me for twenty prisoners
0,And bind thy soul that at some certain day
0,Hieronimo will beare thee company
0,   that will  my lords make no doubt of it
1,And let her head fall into Englands lap
1,great meals of beef and iron and steel they will
1,the greatest admiration of the universal world when
0,And crystal wall of Heaven which opening wide
0,Perverse all monstrous all prodigious things
0,Thrice fugitive about Troy wall or rage
0, Talk not of me but save yourselves and depart
1,To rain upon remembrance with mine eyes
1,Thou tremblest at answer that  shall ask
1,Show nothing but confusion eyed awry
1,Colour her working with such deadly wounds
1,Swearest thou ungracious boy henceforth neer look
1,Of that proud man that did usurp his back
1,her there hath been a man or two lately killed about her
1,Never to lie and take his natural rest
1,dimensions to any thick sight were invincible a
1,No doubt shall then and till then govern well
1, have received letters from great Rome
1,Well placed there stands your friend for the
1,on her for they ride up and down on her and make
1,To shine on my contemptible estate
1,Captain thou abominable damned cheater art thou
1,You mean to bear me not to bear with me
1,Exeunt  and 
1,That if requiring fail he will compel
0,With thousand thousand stars that then appeared
1,To God my king and my succeeding issue
0,Waited with hellish rancor imminent
1,But in the end to stop my ear indeed
0,Nor fained she though falsly they haue wrongd
1,Alack thou dost usurp authority
1,Which now bear evidence against my soul
0,   and many a faire yeere after to trusse vp many
1,The lion moved with pity did endure
1,And but for ceremony such a wretch
0, swear to thee by the honour of mine imperial crown that
0,Of pleasure situate in hill and dale
1,Yield at entreats and then let me alone
1,Shall we fall foul for toys
1,The wretched bloody and usurping boar
0,Concocted and adjusted they reduced
1, do  pray God my girdle break
